"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"5307","5/5/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5307_ANHU"
"5308","5/5/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5308_ANHU"
"5309","5/7/2015","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","5309_ALHU"
"5310","5/8/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5310_ANHU"
"5311","5/8/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","unknown","Non-selasphorus spp.","5311_ANHU"
"5312","5/10/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5312_ANHU"
"5313","5/11/2015","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5313_ALHU"
"5314","5/12/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","found on the ground","Non-selasphorus spp.","5314_ANHU"
"5315","5/12/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","found on the ground","Non-selasphorus spp.","5315_ANHU"
"5316","5/13/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5316_ANHU"
"5317","5/14/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5317_ANHU"
"5318","5/14/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5318_ANHU"
"5319","5/14/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5319_ANHU"
"5320","5/16/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",2,"Spring","found on the ground","Non-selasphorus spp.","5320_ANHU"
"5321","5/16/2015","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",3,"Spring","found on the ground","Selasphorus spp.","5321_ALHU"
"5322","5/16/2015","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","5322_ALHU"
"5323","5/18/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",2,"Spring","window hit","Non-selasphorus spp.","5323_ANHU"
"5324","5/18/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5324_ANHU"
"5325","5/19/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5325_ANHU"
"5326","5/20/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5326_ANHU"
"5327","5/20/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5327_ANHU"
"5328","5/20/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5328_ANHU"
"5329","5/21/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5329_ANHU"
"5330","5/21/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5330_ANHU"
"5331","5/22/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5331_ANHU"
"5332","5/23/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5332_ANHU"
"5333","5/23/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5333_ANHU"
"5334","5/24/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found inside","Non-selasphorus spp.","5334_ANHU"
"5335","5/25/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5335_ANHU"
"5336","5/26/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5336_ANHU"
"5337","5/26/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5337_ANHU"
"5338","5/26/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5338_ANHU"
"5339","5/26/2015","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5339_ANHU"
"5340","5/26/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5340_ANHU"
"5341","5/26/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5341_ANHU"
"5342","5/27/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5342_ANHU"
"5343","5/27/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Spring","caught by domestic animal","Non-selasphorus spp.","5343_ANHU"
"5344","5/28/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5344_ANHU"
"5345","5/29/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5345_ANHU"
"5346","5/31/2015","Died","Lindsey","No","BCHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5346_BCHU"
"5347","6/1/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5347_ANHU"
"5348","6/1/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5348_ANHU"
"5349","6/1/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","5349_ANHU"
"5350","6/2/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5350_ANHU"
"5351","6/2/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5351_ANHU"
"5352","6/2/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5352_ANHU"
"5353","6/2/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","5353_ANHU"
"5354","6/2/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5354_ANHU"
"5355","6/3/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5355_ANHU"
"5356","6/3/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5356_ANHU"
"5357","6/5/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5357_ANHU"
"5358","6/5/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5358_ANHU"
"5359","6/5/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5359_ANHU"
"5360","6/5/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5360_ANHU"
"5361","6/6/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","window hit","Non-selasphorus spp.","5361_ANHU"
"5362","6/6/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5362_ANHU"
"5363","6/6/2015","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","5363_ALHU"
"5364","6/6/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5364_ANHU"
"5365","6/7/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5365_ANHU"
"5366","6/8/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5366_ANHU"
"5367","6/9/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5367_ANHU"
"5368","6/9/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5368_ANHU"
"5369","6/9/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5369_ANHU"
"5370","6/9/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5370_ANHU"
"5371","6/10/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5371_ANHU"
"5372","6/10/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Summer","caught by domestic animal","Non-selasphorus spp.","5372_ANHU"
"5373","6/10/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found inside","Non-selasphorus spp.","5373_ANHU"
"5374","6/11/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5374_ANHU"
"5375","6/11/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5375_ANHU"
"5376","6/11/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5376_ANHU"
"5377","6/12/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5377_ANHU"
"5378","6/12/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5378_ANHU"
"5379","6/13/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5379_ANHU"
"5380","6/14/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5380_ANHU"
"5381","6/14/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5381_ANHU"
"5382","6/14/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5382_ANHU"
"5383","6/15/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5383_ANHU"
"5384","6/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5384_ANHU"
"5385","6/15/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5385_ANHU"
"5386","6/16/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5386_ANHU"
"5387","6/17/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5387_ANHU"
"5388","6/17/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5388_ANHU"
"5389","6/17/2015","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5389_ANHU"
"5390","6/19/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5390_ANHU"
"5391","6/20/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5391_ANHU"
"5392","6/23/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5392_ANHU"
"5393","6/23/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5393_ANHU"
"5394","6/23/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5394_ANHU"
"5395","6/23/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5395_ANHU"
"5396","6/25/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5396_ANHU"
"5397","6/27/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found inside","Non-selasphorus spp.","5397_ANHU"
"5398","6/27/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5398_ANHU"
"5399","6/27/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5399_ANHU"
"5400","6/27/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5400_ANHU"
"5401","6/28/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","5401_ANHU"
"5402","6/28/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5402_ANHU"
"5403","6/28/2015","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",3,"Summer","nest-related","Selasphorus spp.","5403_ALHU"
"5404","6/29/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5404_ANHU"
"5405","6/30/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","5405_ANHU"
"5406","7/2/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5406_ANHU"
"5407","7/2/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5407_ANHU"
"5408","7/4/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5408_ANHU"
"5409","7/5/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","5409_ANHU"
"5410","7/6/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5410_ANHU"
"5411","7/6/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5411_ANHU"
"5412","7/7/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5412_ANHU"
"5413","7/8/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5413_ANHU"
"5414","7/9/2015","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5414_ALHU"
"5415","7/9/2015","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5415_ALHU"
"5416","7/9/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",8,"Summer","unknown","Non-selasphorus spp.","5416_ANHU"
"5417","7/11/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5417_ANHU"
"5418","7/14/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5418_ANHU"
"5419","7/15/2015","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5419_ALHU"
"5420","7/21/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","5420_ANHU"
"5421","7/25/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5421_ANHU"
"5422","7/30/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5422_ANHU"
"5423","7/31/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5423_ANHU"
"5424","7/31/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5424_ANHU"
"5425","8/3/2015","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5425_ANHU"
"5426","8/3/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5426_ANHU"
"5427","8/5/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5427_ANHU"
"5428","8/5/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5428_ANHU"
"5429","8/5/2015","Released","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","5429_ALHU"
