"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"5112","9/29/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5112_ANHU"
"5113","10/4/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",4,"Fall","found on the ground","Non-selasphorus spp.","5113_ANHU"
"5114","10/8/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","5114_ANHU"
"5115","10/12/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5115_ANHU"
"5116","10/15/2014","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5116_ANHU"
"5117","10/16/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5117_ANHU"
"5118","10/23/2014","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5118_ANHU"
"5119","10/25/2014","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5119_ANHU"
"5120","10/29/2014","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5120_ANHU"
"5121","10/29/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5121_ANHU"
"5122","11/2/2014","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5122_ANHU"
"5123","11/4/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5123_ANHU"
"5124","11/8/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","window hit","Non-selasphorus spp.","5124_ANHU"
"5125","11/16/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5125_ANHU"
"5126","11/17/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5126_ANHU"
"5127","11/23/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5127_ANHU"
"5128","11/23/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found inside","Non-selasphorus spp.","5128_ANHU"
"5129","11/23/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5129_ANHU"
"5130","11/29/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","5130_ANHU"
"5131","11/29/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","5131_ANHU"
"5132","11/29/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5132_ANHU"
"5133","11/29/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","window hit","Non-selasphorus spp.","5133_ANHU"
"5134","12/5/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5134_ANHU"
"5135","12/6/2014","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5135_ANHU"
"5136","12/8/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5136_ANHU"
"5137","12/9/2014","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5137_ANHU"
"5138","12/9/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5138_ANHU"
"5139","12/13/2014","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5139_ANHU"
"5140","12/13/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","5140_ANHU"
"5141","12/16/2014","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","5141_ANHU"
"5142","12/26/2014","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5142_ANHU"
"5143","12/29/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5143_ANHU"
"5144","1/2/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5144_ANHU"
"5145","1/5/2015","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Winter","unknown","Non-selasphorus spp.","5145_ANHU"
"5146","1/7/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5146_ANHU"
"5147","1/11/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","5147_ANHU"
"5148","1/13/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5148_ANHU"
"5149","1/14/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5149_ANHU"
"5150","1/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5150_ANHU"
"5151","1/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5151_ANHU"
"5152","1/16/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","5152_ANHU"
"5153","1/20/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5153_ANHU"
"5154","1/24/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5154_ANHU"
"5155","1/24/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","5155_ANHU"
"5156","1/25/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5156_ANHU"
"5157","1/25/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5157_ANHU"
"5158","1/27/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","5158_ANHU"
"5159","1/29/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5159_ANHU"
"5160","1/31/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","5160_ANHU"
"5161","1/31/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",3,"Winter","window hit","Non-selasphorus spp.","5161_ANHU"
"5162","1/31/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5162_ANHU"
"5163","2/2/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5163_ANHU"
"5164","2/3/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5164_ANHU"
"5165","2/3/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5165_ANHU"
"5166","2/5/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5166_ANHU"
"5167","2/6/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5167_ANHU"
"5168","2/6/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5168_ANHU"
"5169","2/8/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5169_ANHU"
"5170","2/9/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5170_ANHU"
"5171","2/10/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","nest-related","Non-selasphorus spp.","5171_ANHU"
"5172","2/11/2015","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5172_ANHU"
"5173","2/11/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5173_ANHU"
"5174","2/12/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5174_ANHU"
"5175","2/13/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5175_ANHU"
"5176","2/13/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","5176_ANHU"
"5177","2/13/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5177_ANHU"
"5178","2/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5178_ANHU"
"5179","2/15/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5179_ANHU"
"5180","2/16/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found inside","Non-selasphorus spp.","5180_ANHU"
"5181","2/17/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5181_ANHU"
"5182","2/17/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5182_ANHU"
"5183","2/17/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5183_ANHU"
"5184","2/20/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5184_ANHU"
"5185","2/21/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","5185_ANHU"
"5186","2/22/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","5186_ANHU"
"5187","2/23/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5187_ANHU"
"5188","2/24/2015","Died","Lindsey","No","ANHU","Male","adult-like",1,"Winter","caught by domestic animal","Non-selasphorus spp.","5188_ANHU"
"5189","2/24/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5189_ANHU"
"5190","2/25/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5190_ANHU"
"5191","2/26/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5191_ANHU"
"5192","2/26/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","5192_ANHU"
"5193","2/26/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5193_ANHU"
"5194","2/26/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5194_ANHU"
"5195","2/27/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","5195_ANHU"
"5196","2/27/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","5196_ANHU"
"5197","3/3/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5197_ANHU"
"5198","3/4/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","window hit","Non-selasphorus spp.","5198_ANHU"
"5199","3/6/2015","Released","Lindsey","No","ANHU","Male","adult-like",1,"Spring","unknown","Non-selasphorus spp.","5199_ANHU"
"5200","3/6/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5200_ANHU"
"5201","3/7/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5201_ANHU"
"5202","3/8/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5202_ANHU"
"5203","3/9/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","5203_ANHU"
"5204","3/9/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","5204_ANHU"
"5205","3/11/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5205_ANHU"
"5206","3/11/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5206_ANHU"
"5207","3/12/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5207_ANHU"
"5208","3/13/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5208_ANHU"
"5209","3/14/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5209_ANHU"
"5210","3/15/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","window hit","Non-selasphorus spp.","5210_ANHU"
"5211","3/15/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5211_ANHU"
"5212","3/15/2015","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","unknown","Selasphorus spp.","5212_ALHU"
"5213","3/17/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","5213_ANHU"
"5214","3/17/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5214_ANHU"
"5215","3/17/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5215_ANHU"
"5216","3/17/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5216_ANHU"
"5217","3/18/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5217_ANHU"
"5218","3/18/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5218_ANHU"
"5219","3/19/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5219_ANHU"
"5220","3/19/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5220_ANHU"
"5221","3/21/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5221_ANHU"
"5222","3/21/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5222_ANHU"
"5223","3/22/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5223_ANHU"
"5224","3/23/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5224_ANHU"
"5225","3/23/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5225_ANHU"
"5226","3/23/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5226_ANHU"
"5227","3/24/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5227_ANHU"
"5228","3/25/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5228_ANHU"
"5229","3/26/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5229_ANHU"
"5230","3/26/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5230_ANHU"
"5231","3/26/2015","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5231_ANHU"
"5232","3/27/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5232_ANHU"
"5233","3/27/2015","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","unknown","Selasphorus spp.","5233_ALHU"
"5234","3/27/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5234_ANHU"
"5235","3/28/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5235_ANHU"
"5236","3/28/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5236_ANHU"
"5237","3/29/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",4,"Spring","found on the ground","Non-selasphorus spp.","5237_ANHU"
"5238","3/29/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",8,"Spring","nest-related","Non-selasphorus spp.","5238_ANHU"
"5239","3/31/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","5239_ANHU"
"5240","4/1/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5240_ANHU"
"5241","4/1/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5241_ANHU"
"5242","4/1/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5242_ANHU"
"5243","4/2/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5243_ANHU"
"5244","4/4/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5244_ANHU"
"5245","4/4/2015","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","5245_ALHU"
"5246","4/4/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","suspect torpor-like state","Selasphorus spp.","5246_RUHU"
"5247","4/6/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5247_ANHU"
"5248","4/6/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5248_ANHU"
"5249","4/6/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5249_ANHU"
"5250","4/6/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5250_ANHU"
"5251","4/6/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5251_ANHU"
"5252","4/6/2015","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5252_RUHU"
"5253","4/8/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5253_ANHU"
"5254","4/8/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5254_ANHU"
"5255","4/8/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5255_ANHU"
"5256","4/8/2015","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5256_RUHU"
"5257","4/9/2015","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5257_ANHU"
"5258","4/9/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","5258_ANHU"
"5259","4/9/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5259_ANHU"
"5260","4/11/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5260_ANHU"
"5261","4/11/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5261_ANHU"
"5262","4/11/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5262_ANHU"
"5263","4/12/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5263_ANHU"
"5264","4/12/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5264_ANHU"
"5265","4/13/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5265_ANHU"
"5266","4/13/2015","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","5266_RUHU"
"5267","4/13/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5267_ANHU"
"5268","4/15/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5268_RUHU"
"5269","4/15/2015","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","5269_ALHU"
"5270","4/15/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5270_ANHU"
"5271","4/15/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5271_ANHU"
"5272","4/15/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5272_ANHU"
"5273","4/16/2015","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",1,"Spring","window hit","Selasphorus spp.","5273_ALHU"
"5274","4/16/2015","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5274_ANHU"
"5275","4/16/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5275_ANHU"
"5276","4/16/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5276_ANHU"
"5277","4/17/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5277_ANHU"
"5278","4/17/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5278_ALHU"
"5279","4/18/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5279_ANHU"
"5280","4/19/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5280_ANHU"
"5281","4/19/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5281_ANHU"
"5282","4/19/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5282_ALHU"
"5283","4/20/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5283_ANHU"
"5284","4/21/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5284_ANHU"
"5285","4/21/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5285_ANHU"
"5286","4/21/2015","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5286_RUHU"
"5287","4/23/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5287_ANHU"
"5288","4/24/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5288_ANHU"
"5289","4/24/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5289_ANHU"
"5290","4/25/2015","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","5290_RUHU"
"5291","4/25/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5291_ANHU"
"5292","4/25/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","5292_ANHU"
"5293","4/27/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5293_ANHU"
"5294","4/27/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5294_ANHU"
"5295","4/27/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5295_ANHU"
"5296","4/27/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5296_ANHU"
"5297","4/28/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5297_ANHU"
"5298","4/28/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","unknown","Selasphorus spp.","5298_RUHU"
"5299","4/28/2015","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5299_ANHU"
"5300","4/29/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5300_ANHU"
"5301","4/29/2015","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5301_ANHU"
"5302","4/29/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5302_ANHU"
"5303","5/1/2015","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5303_ANHU"
"5304","5/3/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5304_ANHU"
"5305","5/3/2015","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","5305_RUHU"
"5306","5/4/2015","Died","Lindsey","Yes","BCHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5306_BCHU"
